source,target,type
maṣit,Namma,undirected
maṣit,Našše,undirected
maṣit,Ušmu,undirected
maṣit,Imšattu,undirected
maṣit,Nissaba,undirected
maṣit,Nanibgal,undirected
maṣit,Hayyum,undirected
maṣit,antum,undirected
maṣit,Lahar,undirected
maṣit,Šamkan,undirected
maṣit,Ea,undirected
maṣit,Marutuk,undirected
maṣit,Ninlil,undirected
maṣit,Ninurta,undirected
maṣit,Ilaba,undirected
maṣit,Giri,undirected
maṣit,Gira,undirected
maṣit,Ababa,undirected
maṣit,Zababa,undirected
maṣit,Ningublaga,undirected
maṣit,Lisi,undirected
maṣit,Sirsire,undirected
maṣit,Marutu,undirected
maṣit,Illa,undirected
maṣit,Lamaštum,undirected
maṣit,Halmu,undirected
maṣit,Hallamu,undirected
maṣit,Id,undirected
maṣit,Ninzazna,undirected
maṣit,Kabta,undirected
maṣit,Šalaš,undirected
maṣit,Ninti,undirected
Idiglat,purattum,undirected
Idiglat,Nisaba,undirected
Idiglat,Muru,undirected
Idiglat,Ennigi,undirected
Idiglat,Karkara,undirected
Idiglat,Nippur,undirected
Idiglat,Ur,undirected
Idiglat,Uruk,undirected
Idiglat,Kullaba,undirected
Idiglat,Udnim,undirected
Idiglat,kusiga,undirected
Idiglat,Kisig,undirected
Idiglat,Aratta,undirected
Idiglat,šubartum,undirected
Idiglat,Enlil,undirected
Idiglat,Šamaš,undirected
Idiglat,Alla,undirected
Idiglat,Dunga,undirected
Idiglat,Lumha,undirected
Idiglat,Geškad,undirected
Idiglat,Ninura,undirected
Idiglat,Išum,undirected
Idiglat,Mušdama,undirected
Idiglat,Qudma,undirected
Idiglat,Qudmaš,undirected
Idiglat,Kuksi,undirected
Idiglat,Dapan,undirected
Idiglat,Gugalita,undirected
Idiglat,Quqqim,undirected
Idiglat,Qaqqim,undirected
Idiglat,Nita,undirected
Idiglat,Alamuš,undirected
Idiglat,Alba,undirected
Idiglat,Alha,undirected
Idiglat,Baliha,undirected
Idiglat,Namma,undirected
Idiglat,Našše,undirected
Idiglat,Ušmu,undirected
Idiglat,Imšattu,undirected
Idiglat,Nissaba,undirected
Idiglat,Nanibgal,undirected
Idiglat,Hayyum,undirected
Idiglat,antum,undirected
Idiglat,Lahar,undirected
Idiglat,Šamkan,undirected
Idiglat,Ea,undirected
Idiglat,Marutuk,undirected
Idiglat,Ninlil,undirected
Idiglat,Ninurta,undirected
Idiglat,Ilaba,undirected
Idiglat,Giri,undirected
Idiglat,Gira,undirected
Idiglat,Ababa,undirected
Idiglat,Zababa,undirected
Idiglat,Ningublaga,undirected
Idiglat,Lisi,undirected
Idiglat,Sirsire,undirected
Idiglat,Marutu,undirected
Idiglat,Illa,undirected
Idiglat,Lamaštum,undirected
Idiglat,Halmu,undirected
Idiglat,Hallamu,undirected
Idiglat,Id,undirected
Idiglat,Ninzazna,undirected
Idiglat,Kabta,undirected
Idiglat,Šalaš,undirected
Idiglat,Ninti,undirected
purattum,Nisaba,undirected
purattum,Muru,undirected
purattum,Ennigi,undirected
purattum,Karkara,undirected
purattum,Nippur,undirected
purattum,Ur,undirected
purattum,Uruk,undirected
purattum,Kullaba,undirected
purattum,Udnim,undirected
purattum,kusiga,undirected
purattum,Kisig,undirected
purattum,Aratta,undirected
purattum,šubartum,undirected
purattum,Enlil,undirected
purattum,Šamaš,undirected
purattum,Alla,undirected
purattum,Dunga,undirected
purattum,Lumha,undirected
purattum,Geškad,undirected
purattum,Ninura,undirected
purattum,Išum,undirected
purattum,Mušdama,undirected
purattum,Qudma,undirected
purattum,Qudmaš,undirected
purattum,Kuksi,undirected
purattum,Dapan,undirected
purattum,Gugalita,undirected
purattum,Quqqim,undirected
purattum,Qaqqim,undirected
purattum,Nita,undirected
purattum,Alamuš,undirected
purattum,Alba,undirected
purattum,Alha,undirected
purattum,Baliha,undirected
purattum,Namma,undirected
purattum,Našše,undirected
purattum,Ušmu,undirected
purattum,Imšattu,undirected
purattum,Nissaba,undirected
purattum,Nanibgal,undirected
purattum,Hayyum,undirected
purattum,antum,undirected
purattum,Lahar,undirected
purattum,Šamkan,undirected
purattum,Ea,undirected
purattum,Marutuk,undirected
purattum,Ninlil,undirected
purattum,Ninurta,undirected
purattum,Ilaba,undirected
purattum,Giri,undirected
purattum,Gira,undirected
purattum,Ababa,undirected
purattum,Zababa,undirected
purattum,Ningublaga,undirected
purattum,Lisi,undirected
purattum,Sirsire,undirected
purattum,Marutu,undirected
purattum,Illa,undirected
purattum,Lamaštum,undirected
purattum,Halmu,undirected
purattum,Hallamu,undirected
purattum,Id,undirected
purattum,Ninzazna,undirected
purattum,Kabta,undirected
purattum,Šalaš,undirected
purattum,Ninti,undirected
Nisaba,Muru,undirected
Nisaba,Ennigi,undirected
Nisaba,Karkara,undirected
Nisaba,Nippur,undirected
Nisaba,Ur,undirected
Nisaba,Uruk,undirected
Nisaba,Kullaba,undirected
Nisaba,Udnim,undirected
Nisaba,kusiga,undirected
Nisaba,Kisig,undirected
Nisaba,Aratta,undirected
Nisaba,šubartum,undirected
Nisaba,Enlil,undirected
Nisaba,Šamaš,undirected
Nisaba,Alla,undirected
Nisaba,Dunga,undirected
Nisaba,Lumha,undirected
Nisaba,Geškad,undirected
Nisaba,Ninura,undirected
Nisaba,Išum,undirected
Nisaba,Mušdama,undirected
Nisaba,Qudma,undirected
Nisaba,Qudmaš,undirected
Nisaba,Kuksi,undirected
Nisaba,Dapan,undirected
Nisaba,Gugalita,undirected
Nisaba,Quqqim,undirected
Nisaba,Qaqqim,undirected
Nisaba,Nita,undirected
Nisaba,Alamuš,undirected
Nisaba,Alba,undirected
Nisaba,Alha,undirected
Nisaba,Baliha,undirected
Nisaba,Namma,undirected
Nisaba,Našše,undirected
Nisaba,Ušmu,undirected
Nisaba,Imšattu,undirected
Nisaba,Nissaba,undirected
Nisaba,Nanibgal,undirected
Nisaba,Hayyum,undirected
Nisaba,antum,undirected
Nisaba,Lahar,undirected
Nisaba,Šamkan,undirected
Nisaba,Ea,undirected
Nisaba,Marutuk,undirected
Nisaba,Ninlil,undirected
Nisaba,Ninurta,undirected
Nisaba,Ilaba,undirected
Nisaba,Giri,undirected
Nisaba,Gira,undirected
Nisaba,Ababa,undirected
Nisaba,Zababa,undirected
Nisaba,Ningublaga,undirected
Nisaba,Lisi,undirected
Nisaba,Sirsire,undirected
Nisaba,Marutu,undirected
Nisaba,Illa,undirected
Nisaba,Lamaštum,undirected
Nisaba,Halmu,undirected
Nisaba,Hallamu,undirected
Nisaba,Id,undirected
Nisaba,Ninzazna,undirected
Nisaba,Kabta,undirected
Nisaba,Šalaš,undirected
Nisaba,Ninti,undirected
Muru,Ennigi,undirected
Muru,Karkara,undirected
Muru,Nippur,undirected
Muru,Ur,undirected
Muru,Uruk,undirected
Muru,Kullaba,undirected
Muru,Udnim,undirected
Muru,kusiga,undirected
Muru,Kisig,undirected
Muru,Aratta,undirected
Muru,šubartum,undirected
Muru,Enlil,undirected
Muru,Šamaš,undirected
Muru,Alla,undirected
Muru,Dunga,undirected
Muru,Lumha,undirected
Muru,Geškad,undirected
Muru,Ninura,undirected
Muru,Išum,undirected
Muru,Mušdama,undirected
Muru,Qudma,undirected
Muru,Qudmaš,undirected
Muru,Kuksi,undirected
Muru,Dapan,undirected
Muru,Gugalita,undirected
Muru,Quqqim,undirected
Muru,Qaqqim,undirected
Muru,Nita,undirected
Muru,Alamuš,undirected
Muru,Alba,undirected
Muru,Alha,undirected
Muru,Baliha,undirected
Muru,Namma,undirected
Muru,Našše,undirected
Muru,Ušmu,undirected
Muru,Imšattu,undirected
Muru,Nissaba,undirected
Muru,Nanibgal,undirected
Muru,Hayyum,undirected
Muru,antum,undirected
Muru,Lahar,undirected
Muru,Šamkan,undirected
Muru,Ea,undirected
Muru,Marutuk,undirected
Muru,Ninlil,undirected
Muru,Ninurta,undirected
Muru,Ilaba,undirected
Muru,Giri,undirected
Muru,Gira,undirected
Muru,Ababa,undirected
Muru,Zababa,undirected
Muru,Ningublaga,undirected
Muru,Lisi,undirected
Muru,Sirsire,undirected
Muru,Marutu,undirected
Muru,Illa,undirected
Muru,Lamaštum,undirected
Muru,Halmu,undirected
Muru,Hallamu,undirected
Muru,Id,undirected
Muru,Ninzazna,undirected
Muru,Kabta,undirected
Muru,Šalaš,undirected
Muru,Ninti,undirected
Ennigi,Karkara,undirected
Ennigi,Nippur,undirected
Ennigi,Ur,undirected
Ennigi,Uruk,undirected
Ennigi,Kullaba,undirected
Ennigi,Udnim,undirected
Ennigi,kusiga,undirected
Ennigi,Kisig,undirected
Ennigi,Aratta,undirected
Ennigi,šubartum,undirected
Ennigi,Enlil,undirected
Ennigi,Šamaš,undirected
Ennigi,Alla,undirected
Ennigi,Dunga,undirected
Ennigi,Lumha,undirected
Ennigi,Geškad,undirected
Ennigi,Ninura,undirected
Ennigi,Išum,undirected
Ennigi,Mušdama,undirected
Ennigi,Qudma,undirected
Ennigi,Qudmaš,undirected
Ennigi,Kuksi,undirected
Ennigi,Dapan,undirected
Ennigi,Gugalita,undirected
Ennigi,Quqqim,undirected
Ennigi,Qaqqim,undirected
Ennigi,Nita,undirected
Ennigi,Alamuš,undirected
Ennigi,Alba,undirected
Ennigi,Alha,undirected
Ennigi,Baliha,undirected
Ennigi,Namma,undirected
Ennigi,Našše,undirected
Ennigi,Ušmu,undirected
Ennigi,Imšattu,undirected
Ennigi,Nissaba,undirected
Ennigi,Nanibgal,undirected
Ennigi,Hayyum,undirected
Ennigi,antum,undirected
Ennigi,Lahar,undirected
Ennigi,Šamkan,undirected
Ennigi,Ea,undirected
Ennigi,Marutuk,undirected
Ennigi,Ninlil,undirected
Ennigi,Ninurta,undirected
Ennigi,Ilaba,undirected
Ennigi,Giri,undirected
Ennigi,Gira,undirected
Ennigi,Ababa,undirected
Ennigi,Zababa,undirected
Ennigi,Ningublaga,undirected
Ennigi,Lisi,undirected
Ennigi,Sirsire,undirected
Ennigi,Marutu,undirected
Ennigi,Illa,undirected
Ennigi,Lamaštum,undirected
Ennigi,Halmu,undirected
Ennigi,Hallamu,undirected
Ennigi,Id,undirected
Ennigi,Ninzazna,undirected
Ennigi,Kabta,undirected
Ennigi,Šalaš,undirected
Ennigi,Ninti,undirected
Karkara,Nippur,undirected
Karkara,Ur,undirected
Karkara,Uruk,undirected
Karkara,Kullaba,undirected
Karkara,Udnim,undirected
Karkara,kusiga,undirected
Karkara,Kisig,undirected
Karkara,Aratta,undirected
Karkara,šubartum,undirected
Karkara,Enlil,undirected
Karkara,Šamaš,undirected
Karkara,Alla,undirected
Karkara,Dunga,undirected
Karkara,Lumha,undirected
Karkara,Geškad,undirected
Karkara,Ninura,undirected
Karkara,Išum,undirected
Karkara,Mušdama,undirected
Karkara,Qudma,undirected
Karkara,Qudmaš,undirected
Karkara,Kuksi,undirected
Karkara,Dapan,undirected
Karkara,Gugalita,undirected
Karkara,Quqqim,undirected
Karkara,Qaqqim,undirected
Karkara,Nita,undirected
Karkara,Alamuš,undirected
Karkara,Alba,undirected
Karkara,Alha,undirected
Karkara,Baliha,undirected
Karkara,Namma,undirected
Karkara,Našše,undirected
Karkara,Ušmu,undirected
Karkara,Imšattu,undirected
Karkara,Nissaba,undirected
Karkara,Nanibgal,undirected
Karkara,Hayyum,undirected
Karkara,antum,undirected
Karkara,Lahar,undirected
Karkara,Šamkan,undirected
Karkara,Ea,undirected
Karkara,Marutuk,undirected
Karkara,Ninlil,undirected
Karkara,Ninurta,undirected
Karkara,Ilaba,undirected
Karkara,Giri,undirected
Karkara,Gira,undirected
Karkara,Ababa,undirected
Karkara,Zababa,undirected
Karkara,Ningublaga,undirected
Karkara,Lisi,undirected
Karkara,Sirsire,undirected
Karkara,Marutu,undirected
Karkara,Illa,undirected
Karkara,Lamaštum,undirected
Karkara,Halmu,undirected
Karkara,Hallamu,undirected
Karkara,Id,undirected
Karkara,Ninzazna,undirected
Karkara,Kabta,undirected
Karkara,Šalaš,undirected
Karkara,Ninti,undirected
Nippur,Ur,undirected
Nippur,Uruk,undirected
Nippur,Kullaba,undirected
Nippur,Udnim,undirected
Nippur,kusiga,undirected
Nippur,Kisig,undirected
Nippur,Aratta,undirected
Nippur,šubartum,undirected
Nippur,Enlil,undirected
Nippur,Šamaš,undirected
Nippur,Alla,undirected
Nippur,Dunga,undirected
Nippur,Lumha,undirected
Nippur,Geškad,undirected
Nippur,Ninura,undirected
Nippur,Išum,undirected
Nippur,Mušdama,undirected
Nippur,Qudma,undirected
Nippur,Qudmaš,undirected
Nippur,Kuksi,undirected
Nippur,Dapan,undirected
Nippur,Gugalita,undirected
Nippur,Quqqim,undirected
Nippur,Qaqqim,undirected
Nippur,Nita,undirected
Nippur,Alamuš,undirected
Nippur,Alba,undirected
Nippur,Alha,undirected
Nippur,Baliha,undirected
Nippur,Namma,undirected
Nippur,Našše,undirected
Nippur,Ušmu,undirected
Nippur,Imšattu,undirected
Nippur,Nissaba,undirected
Nippur,Nanibgal,undirected
Nippur,Hayyum,undirected
Nippur,antum,undirected
Nippur,Lahar,undirected
Nippur,Šamkan,undirected
Nippur,Ea,undirected
Nippur,Marutuk,undirected
Nippur,Ninlil,undirected
Nippur,Ninurta,undirected
Nippur,Ilaba,undirected
Nippur,Giri,undirected
Nippur,Gira,undirected
Nippur,Ababa,undirected
Nippur,Zababa,undirected
Nippur,Ningublaga,undirected
Nippur,Lisi,undirected
Nippur,Sirsire,undirected
Nippur,Marutu,undirected
Nippur,Illa,undirected
Nippur,Lamaštum,undirected
Nippur,Halmu,undirected
Nippur,Hallamu,undirected
Nippur,Id,undirected
Nippur,Ninzazna,undirected
Nippur,Kabta,undirected
Nippur,Šalaš,undirected
Nippur,Ninti,undirected
Ur,Uruk,undirected
Ur,Kullaba,undirected
Ur,Udnim,undirected
Ur,kusiga,undirected
Ur,Kisig,undirected
Ur,Aratta,undirected
Ur,šubartum,undirected
Ur,Enlil,undirected
Ur,Šamaš,undirected
Ur,Alla,undirected
Ur,Dunga,undirected
Ur,Lumha,undirected
Ur,Geškad,undirected
Ur,Ninura,undirected
Ur,Išum,undirected
Ur,Mušdama,undirected
Ur,Qudma,undirected
Ur,Qudmaš,undirected
Ur,Kuksi,undirected
Ur,Dapan,undirected
Ur,Gugalita,undirected
Ur,Quqqim,undirected
Ur,Qaqqim,undirected
Ur,Nita,undirected
Ur,Alamuš,undirected
Ur,Alba,undirected
Ur,Alha,undirected
Ur,Baliha,undirected
Ur,Namma,undirected
Ur,Našše,undirected
Ur,Ušmu,undirected
Ur,Imšattu,undirected
Ur,Nissaba,undirected
Ur,Nanibgal,undirected
Ur,Hayyum,undirected
Ur,antum,undirected
Ur,Lahar,undirected
Ur,Šamkan,undirected
Ur,Ea,undirected
Ur,Marutuk,undirected
Ur,Ninlil,undirected
Ur,Ninurta,undirected
Ur,Ilaba,undirected
Ur,Giri,undirected
Ur,Gira,undirected
Ur,Ababa,undirected
Ur,Zababa,undirected
Ur,Ningublaga,undirected
Ur,Lisi,undirected
Ur,Sirsire,undirected
Ur,Marutu,undirected
Ur,Illa,undirected
Ur,Lamaštum,undirected
Ur,Halmu,undirected
Ur,Hallamu,undirected
Ur,Id,undirected
Ur,Ninzazna,undirected
Ur,Kabta,undirected
Ur,Šalaš,undirected
Ur,Ninti,undirected
Uruk,Kullaba,undirected
Uruk,Udnim,undirected
Uruk,kusiga,undirected
Uruk,Kisig,undirected
Uruk,Aratta,undirected
Uruk,šubartum,undirected
Uruk,Enlil,undirected
Uruk,Šamaš,undirected
Uruk,Alla,undirected
Uruk,Dunga,undirected
Uruk,Lumha,undirected
Uruk,Geškad,undirected
Uruk,Ninura,undirected
Uruk,Išum,undirected
Uruk,Mušdama,undirected
Uruk,Qudma,undirected
Uruk,Qudmaš,undirected
Uruk,Kuksi,undirected
Uruk,Dapan,undirected
Uruk,Gugalita,undirected
Uruk,Quqqim,undirected
Uruk,Qaqqim,undirected
Uruk,Nita,undirected
Uruk,Alamuš,undirected
Uruk,Alba,undirected
Uruk,Alha,undirected
Uruk,Baliha,undirected
Uruk,Namma,undirected
Uruk,Našše,undirected
Uruk,Ušmu,undirected
Uruk,Imšattu,undirected
Uruk,Nissaba,undirected
Uruk,Nanibgal,undirected
Uruk,Hayyum,undirected
Uruk,antum,undirected
Uruk,Lahar,undirected
Uruk,Šamkan,undirected
Uruk,Ea,undirected
Uruk,Marutuk,undirected
Uruk,Ninlil,undirected
Uruk,Ninurta,undirected
Uruk,Ilaba,undirected
Uruk,Giri,undirected
Uruk,Gira,undirected
Uruk,Ababa,undirected
Uruk,Zababa,undirected
Uruk,Ningublaga,undirected
Uruk,Lisi,undirected
Uruk,Sirsire,undirected
Uruk,Marutu,undirected
Uruk,Illa,undirected
Uruk,Lamaštum,undirected
Uruk,Halmu,undirected
Uruk,Hallamu,undirected
Uruk,Id,undirected
Uruk,Ninzazna,undirected
Uruk,Kabta,undirected
Uruk,Šalaš,undirected
Uruk,Ninti,undirected
Kullaba,Udnim,undirected
Kullaba,kusiga,undirected
Kullaba,Kisig,undirected
Kullaba,Aratta,undirected
Kullaba,šubartum,undirected
Kullaba,Enlil,undirected
Kullaba,Šamaš,undirected
Kullaba,Alla,undirected
Kullaba,Dunga,undirected
Kullaba,Lumha,undirected
Kullaba,Geškad,undirected
Kullaba,Ninura,undirected
Kullaba,Išum,undirected
Kullaba,Mušdama,undirected
Kullaba,Qudma,undirected
Kullaba,Qudmaš,undirected
Kullaba,Kuksi,undirected
Kullaba,Dapan,undirected
Kullaba,Gugalita,undirected
Kullaba,Quqqim,undirected
Kullaba,Qaqqim,undirected
Kullaba,Nita,undirected
Kullaba,Alamuš,undirected
Kullaba,Alba,undirected
Kullaba,Alha,undirected
Kullaba,Baliha,undirected
Kullaba,Namma,undirected
Kullaba,Našše,undirected
Kullaba,Ušmu,undirected
Kullaba,Imšattu,undirected
Kullaba,Nissaba,undirected
Kullaba,Nanibgal,undirected
Kullaba,Hayyum,undirected
Kullaba,antum,undirected
Kullaba,Lahar,undirected
Kullaba,Šamkan,undirected
Kullaba,Ea,undirected
Kullaba,Marutuk,undirected
Kullaba,Ninlil,undirected
Kullaba,Ninurta,undirected
Kullaba,Ilaba,undirected
Kullaba,Giri,undirected
Kullaba,Gira,undirected
Kullaba,Ababa,undirected
Kullaba,Zababa,undirected
Kullaba,Ningublaga,undirected
Kullaba,Lisi,undirected
Kullaba,Sirsire,undirected
Kullaba,Marutu,undirected
Kullaba,Illa,undirected
Kullaba,Lamaštum,undirected
Kullaba,Halmu,undirected
Kullaba,Hallamu,undirected
Kullaba,Id,undirected
Kullaba,Ninzazna,undirected
Kullaba,Kabta,undirected
Kullaba,Šalaš,undirected
Kullaba,Ninti,undirected
Udnim,kusiga,undirected
Udnim,Kisig,undirected
Udnim,Aratta,undirected
Udnim,šubartum,undirected
Udnim,Enlil,undirected
Udnim,Šamaš,undirected
Udnim,Alla,undirected
Udnim,Dunga,undirected
Udnim,Lumha,undirected
Udnim,Geškad,undirected
Udnim,Ninura,undirected
Udnim,Išum,undirected
Udnim,Mušdama,undirected
Udnim,Qudma,undirected
Udnim,Qudmaš,undirected
Udnim,Kuksi,undirected
Udnim,Dapan,undirected
Udnim,Gugalita,undirected
Udnim,Quqqim,undirected
Udnim,Qaqqim,undirected
Udnim,Nita,undirected
Udnim,Alamuš,undirected
Udnim,Alba,undirected
Udnim,Alha,undirected
Udnim,Baliha,undirected
Udnim,Namma,undirected
Udnim,Našše,undirected
Udnim,Ušmu,undirected
Udnim,Imšattu,undirected
Udnim,Nissaba,undirected
Udnim,Nanibgal,undirected
Udnim,Hayyum,undirected
Udnim,antum,undirected
Udnim,Lahar,undirected
Udnim,Šamkan,undirected
Udnim,Ea,undirected
Udnim,Marutuk,undirected
Udnim,Ninlil,undirected
Udnim,Ninurta,undirected
Udnim,Ilaba,undirected
Udnim,Giri,undirected
Udnim,Gira,undirected
Udnim,Ababa,undirected
Udnim,Zababa,undirected
Udnim,Ningublaga,undirected
Udnim,Lisi,undirected
Udnim,Sirsire,undirected
Udnim,Marutu,undirected
Udnim,Illa,undirected
Udnim,Lamaštum,undirected
Udnim,Halmu,undirected
Udnim,Hallamu,undirected
Udnim,Id,undirected
Udnim,Ninzazna,undirected
Udnim,Kabta,undirected
Udnim,Šalaš,undirected
Udnim,Ninti,undirected
kusiga,Kisig,undirected
kusiga,Aratta,undirected
kusiga,šubartum,undirected
kusiga,Enlil,undirected
kusiga,Šamaš,undirected
kusiga,Alla,undirected
kusiga,Dunga,undirected
kusiga,Lumha,undirected
kusiga,Geškad,undirected
kusiga,Ninura,undirected
kusiga,Išum,undirected
kusiga,Mušdama,undirected
kusiga,Qudma,undirected
kusiga,Qudmaš,undirected
kusiga,Kuksi,undirected
kusiga,Dapan,undirected
kusiga,Gugalita,undirected
kusiga,Quqqim,undirected
kusiga,Qaqqim,undirected
kusiga,Nita,undirected
kusiga,Alamuš,undirected
kusiga,Alba,undirected
kusiga,Alha,undirected
kusiga,Baliha,undirected
kusiga,Namma,undirected
kusiga,Našše,undirected
kusiga,Ušmu,undirected
kusiga,Imšattu,undirected
kusiga,Nissaba,undirected
kusiga,Nanibgal,undirected
kusiga,Hayyum,undirected
kusiga,antum,undirected
kusiga,Lahar,undirected
kusiga,Šamkan,undirected
kusiga,Ea,undirected
kusiga,Marutuk,undirected
kusiga,Ninlil,undirected
kusiga,Ninurta,undirected
kusiga,Ilaba,undirected
kusiga,Giri,undirected
kusiga,Gira,undirected
kusiga,Ababa,undirected
kusiga,Zababa,undirected
kusiga,Ningublaga,undirected
kusiga,Lisi,undirected
kusiga,Sirsire,undirected
kusiga,Marutu,undirected
kusiga,Illa,undirected
kusiga,Lamaštum,undirected
kusiga,Halmu,undirected
kusiga,Hallamu,undirected
kusiga,Id,undirected
kusiga,Ninzazna,undirected
kusiga,Kabta,undirected
kusiga,Šalaš,undirected
kusiga,Ninti,undirected
Kisig,Aratta,undirected
Kisig,šubartum,undirected
Kisig,Enlil,undirected
Kisig,Šamaš,undirected
Kisig,Alla,undirected
Kisig,Dunga,undirected
Kisig,Lumha,undirected
Kisig,Geškad,undirected
Kisig,Ninura,undirected
Kisig,Išum,undirected
Kisig,Mušdama,undirected
Kisig,Qudma,undirected
Kisig,Qudmaš,undirected
Kisig,Kuksi,undirected
Kisig,Dapan,undirected
Kisig,Gugalita,undirected
Kisig,Quqqim,undirected
Kisig,Qaqqim,undirected
Kisig,Nita,undirected
Kisig,Alamuš,undirected
Kisig,Alba,undirected
Kisig,Alha,undirected
Kisig,Baliha,undirected
Kisig,Namma,undirected
Kisig,Našše,undirected
Kisig,Ušmu,undirected
Kisig,Imšattu,undirected
Kisig,Nissaba,undirected
Kisig,Nanibgal,undirected
Kisig,Hayyum,undirected
Kisig,antum,undirected
Kisig,Lahar,undirected
Kisig,Šamkan,undirected
Kisig,Ea,undirected
Kisig,Marutuk,undirected
Kisig,Ninlil,undirected
Kisig,Ninurta,undirected
Kisig,Ilaba,undirected
Kisig,Giri,undirected
Kisig,Gira,undirected
Kisig,Ababa,undirected
Kisig,Zababa,undirected
Kisig,Ningublaga,undirected
Kisig,Lisi,undirected
Kisig,Sirsire,undirected
Kisig,Marutu,undirected
Kisig,Illa,undirected
Kisig,Lamaštum,undirected
Kisig,Halmu,undirected
Kisig,Hallamu,undirected
Kisig,Id,undirected
Kisig,Ninzazna,undirected
Kisig,Kabta,undirected
Kisig,Šalaš,undirected
Kisig,Ninti,undirected
Aratta,šubartum,undirected
Aratta,Enlil,undirected
Aratta,Šamaš,undirected
Aratta,Alla,undirected
Aratta,Dunga,undirected
Aratta,Lumha,undirected
Aratta,Geškad,undirected
Aratta,Ninura,undirected
Aratta,Išum,undirected
Aratta,Mušdama,undirected
Aratta,Qudma,undirected
Aratta,Qudmaš,undirected
Aratta,Kuksi,undirected
Aratta,Dapan,undirected
Aratta,Gugalita,undirected
Aratta,Quqqim,undirected
Aratta,Qaqqim,undirected
Aratta,Nita,undirected
Aratta,Alamuš,undirected
Aratta,Alba,undirected
Aratta,Alha,undirected
Aratta,Baliha,undirected
Aratta,Namma,undirected
Aratta,Našše,undirected
Aratta,Ušmu,undirected
Aratta,Imšattu,undirected
Aratta,Nissaba,undirected
Aratta,Nanibgal,undirected
Aratta,Hayyum,undirected
Aratta,antum,undirected
Aratta,Lahar,undirected
Aratta,Šamkan,undirected
Aratta,Ea,undirected
Aratta,Marutuk,undirected
Aratta,Ninlil,undirected
Aratta,Ninurta,undirected
Aratta,Ilaba,undirected
Aratta,Giri,undirected
Aratta,Gira,undirected
Aratta,Ababa,undirected
Aratta,Zababa,undirected
Aratta,Ningublaga,undirected
Aratta,Lisi,undirected
Aratta,Sirsire,undirected
Aratta,Marutu,undirected
Aratta,Illa,undirected
Aratta,Lamaštum,undirected
Aratta,Halmu,undirected
Aratta,Hallamu,undirected
Aratta,Id,undirected
Aratta,Ninzazna,undirected
Aratta,Kabta,undirected
Aratta,Šalaš,undirected
Aratta,Ninti,undirected
šubartum,Enlil,undirected
šubartum,Šamaš,undirected
šubartum,Alla,undirected
šubartum,Dunga,undirected
šubartum,Lumha,undirected
šubartum,Geškad,undirected
šubartum,Ninura,undirected
šubartum,Išum,undirected
šubartum,Mušdama,undirected
šubartum,Qudma,undirected
šubartum,Qudmaš,undirected
šubartum,Kuksi,undirected
šubartum,Dapan,undirected
šubartum,Gugalita,undirected
šubartum,Quqqim,undirected
šubartum,Qaqqim,undirected
šubartum,Nita,undirected
šubartum,Alamuš,undirected
šubartum,Alba,undirected
šubartum,Alha,undirected
šubartum,Baliha,undirected
šubartum,Namma,undirected
šubartum,Našše,undirected
šubartum,Ušmu,undirected
šubartum,Imšattu,undirected
šubartum,Nissaba,undirected
šubartum,Nanibgal,undirected
šubartum,Hayyum,undirected
šubartum,antum,undirected
šubartum,Lahar,undirected
šubartum,Šamkan,undirected
šubartum,Ea,undirected
šubartum,Marutuk,undirected
šubartum,Ninlil,undirected
šubartum,Ninurta,undirected
šubartum,Ilaba,undirected
šubartum,Giri,undirected
šubartum,Gira,undirected
šubartum,Ababa,undirected
šubartum,Zababa,undirected
šubartum,Ningublaga,undirected
šubartum,Lisi,undirected
šubartum,Sirsire,undirected
šubartum,Marutu,undirected
šubartum,Illa,undirected
šubartum,Lamaštum,undirected
šubartum,Halmu,undirected
šubartum,Hallamu,undirected
šubartum,Id,undirected
šubartum,Ninzazna,undirected
šubartum,Kabta,undirected
šubartum,Šalaš,undirected
šubartum,Ninti,undirected
Enlil,Šamaš,undirected
Enlil,Alla,undirected
Enlil,Dunga,undirected
Enlil,Lumha,undirected
Enlil,Geškad,undirected
Enlil,Ninura,undirected
Enlil,Išum,undirected
Enlil,Mušdama,undirected
Enlil,Qudma,undirected
Enlil,Qudmaš,undirected
Enlil,Kuksi,undirected
Enlil,Dapan,undirected
Enlil,Gugalita,undirected
Enlil,Quqqim,undirected
Enlil,Qaqqim,undirected
Enlil,Nita,undirected
Enlil,Alamuš,undirected
Enlil,Alba,undirected
Enlil,Alha,undirected
Enlil,Baliha,undirected
Enlil,Namma,undirected
Enlil,Našše,undirected
Enlil,Ušmu,undirected
Enlil,Imšattu,undirected
Enlil,Nissaba,undirected
Enlil,Nanibgal,undirected
Enlil,Hayyum,undirected
Enlil,antum,undirected
Enlil,Lahar,undirected
Enlil,Šamkan,undirected
Enlil,Ea,undirected
Enlil,Marutuk,undirected
Enlil,Ninlil,undirected
Enlil,Ninurta,undirected
Enlil,Ilaba,undirected
Enlil,Giri,undirected
Enlil,Gira,undirected
Enlil,Ababa,undirected
Enlil,Zababa,undirected
Enlil,Ningublaga,undirected
Enlil,Lisi,undirected
Enlil,Sirsire,undirected
Enlil,Marutu,undirected
Enlil,Illa,undirected
Enlil,Lamaštum,undirected
