source,target,type
Enlil,Halmu,undirected
Enlil,Hallamu,undirected
Enlil,Id,undirected
Enlil,Ninzazna,undirected
Enlil,Kabta,undirected
Enlil,Šalaš,undirected
Enlil,Ninti,undirected
Šamaš,Alla,undirected
Šamaš,Dunga,undirected
Šamaš,Lumha,undirected
Šamaš,Geškad,undirected
Šamaš,Ninura,undirected
Šamaš,Išum,undirected
Šamaš,Mušdama,undirected
Šamaš,Qudma,undirected
Šamaš,Qudmaš,undirected
Šamaš,Kuksi,undirected
Šamaš,Dapan,undirected
Šamaš,Gugalita,undirected
Šamaš,Quqqim,undirected
Šamaš,Qaqqim,undirected
Šamaš,Nita,undirected
Šamaš,Alamuš,undirected
Šamaš,Alba,undirected
Šamaš,Alha,undirected
Šamaš,Baliha,undirected
Šamaš,Namma,undirected
Šamaš,Našše,undirected
Šamaš,Ušmu,undirected
Šamaš,Imšattu,undirected
Šamaš,Nissaba,undirected
Šamaš,Nanibgal,undirected
Šamaš,Hayyum,undirected
Šamaš,antum,undirected
Šamaš,Lahar,undirected
Šamaš,Šamkan,undirected
Šamaš,Ea,undirected
Šamaš,Marutuk,undirected
Šamaš,Ninlil,undirected
Šamaš,Ninurta,undirected
Šamaš,Ilaba,undirected
Šamaš,Giri,undirected
Šamaš,Gira,undirected
Šamaš,Ababa,undirected
Šamaš,Zababa,undirected
Šamaš,Ningublaga,undirected
Šamaš,Lisi,undirected
Šamaš,Sirsire,undirected
Šamaš,Marutu,undirected
Šamaš,Illa,undirected
Šamaš,Lamaštum,undirected
Šamaš,Halmu,undirected
Šamaš,Hallamu,undirected
Šamaš,Id,undirected
Šamaš,Ninzazna,undirected
Šamaš,Kabta,undirected
Šamaš,Šalaš,undirected
Šamaš,Ninti,undirected
Alla,Dunga,undirected
Alla,Lumha,undirected
Alla,Geškad,undirected
Alla,Ninura,undirected
Alla,Išum,undirected
Alla,Mušdama,undirected
Alla,Qudma,undirected
Alla,Qudmaš,undirected
Alla,Kuksi,undirected
Alla,Dapan,undirected
Alla,Gugalita,undirected
Alla,Quqqim,undirected
Alla,Qaqqim,undirected
Alla,Nita,undirected
Alla,Alamuš,undirected
Alla,Alba,undirected
Alla,Alha,undirected
Alla,Baliha,undirected
Alla,Namma,undirected
Alla,Našše,undirected
Alla,Ušmu,undirected
Alla,Imšattu,undirected
Alla,Nissaba,undirected
Alla,Nanibgal,undirected
Alla,Hayyum,undirected
Alla,antum,undirected
Alla,Lahar,undirected
Alla,Šamkan,undirected
Alla,Ea,undirected
Alla,Marutuk,undirected
Alla,Ninlil,undirected
Alla,Ninurta,undirected
Alla,Ilaba,undirected
Alla,Giri,undirected
Alla,Gira,undirected
Alla,Ababa,undirected
Alla,Zababa,undirected
Alla,Ningublaga,undirected
Alla,Lisi,undirected
Alla,Sirsire,undirected
Alla,Marutu,undirected
Alla,Illa,undirected
Alla,Lamaštum,undirected
Alla,Halmu,undirected
Alla,Hallamu,undirected
Alla,Id,undirected
Alla,Ninzazna,undirected
Alla,Kabta,undirected
Alla,Šalaš,undirected
Alla,Ninti,undirected
Dunga,Lumha,undirected
Dunga,Geškad,undirected
Dunga,Ninura,undirected
Dunga,Išum,undirected
Dunga,Mušdama,undirected
Dunga,Qudma,undirected
Dunga,Qudmaš,undirected
Dunga,Kuksi,undirected
Dunga,Dapan,undirected
Dunga,Gugalita,undirected
Dunga,Quqqim,undirected
Dunga,Qaqqim,undirected
Dunga,Nita,undirected
Dunga,Alamuš,undirected
Dunga,Alba,undirected
Dunga,Alha,undirected
Dunga,Baliha,undirected
Dunga,Namma,undirected
Dunga,Našše,undirected
Dunga,Ušmu,undirected
Dunga,Imšattu,undirected
Dunga,Nissaba,undirected
Dunga,Nanibgal,undirected
Dunga,Hayyum,undirected
Dunga,antum,undirected
Dunga,Lahar,undirected
Dunga,Šamkan,undirected
Dunga,Ea,undirected
Dunga,Marutuk,undirected
Dunga,Ninlil,undirected
Dunga,Ninurta,undirected
Dunga,Ilaba,undirected
Dunga,Giri,undirected
Dunga,Gira,undirected
Dunga,Ababa,undirected
Dunga,Zababa,undirected
Dunga,Ningublaga,undirected
Dunga,Lisi,undirected
Dunga,Sirsire,undirected
Dunga,Marutu,undirected
Dunga,Illa,undirected
Dunga,Lamaštum,undirected
Dunga,Halmu,undirected
Dunga,Hallamu,undirected
Dunga,Id,undirected
Dunga,Ninzazna,undirected
Dunga,Kabta,undirected
Dunga,Šalaš,undirected
Dunga,Ninti,undirected
Lumha,Geškad,undirected
Lumha,Ninura,undirected
Lumha,Išum,undirected
Lumha,Mušdama,undirected
Lumha,Qudma,undirected
Lumha,Qudmaš,undirected
Lumha,Kuksi,undirected
Lumha,Dapan,undirected
Lumha,Gugalita,undirected
Lumha,Quqqim,undirected
Lumha,Qaqqim,undirected
Lumha,Nita,undirected
Lumha,Alamuš,undirected
Lumha,Alba,undirected
Lumha,Alha,undirected
Lumha,Baliha,undirected
Lumha,Namma,undirected
Lumha,Našše,undirected
Lumha,Ušmu,undirected
Lumha,Imšattu,undirected
Lumha,Nissaba,undirected
Lumha,Nanibgal,undirected
Lumha,Hayyum,undirected
Lumha,antum,undirected
Lumha,Lahar,undirected
Lumha,Šamkan,undirected
Lumha,Ea,undirected
Lumha,Marutuk,undirected
Lumha,Ninlil,undirected
Lumha,Ninurta,undirected
Lumha,Ilaba,undirected
Lumha,Giri,undirected
Lumha,Gira,undirected
Lumha,Ababa,undirected
Lumha,Zababa,undirected
Lumha,Ningublaga,undirected
Lumha,Lisi,undirected
Lumha,Sirsire,undirected
Lumha,Marutu,undirected
Lumha,Illa,undirected
Lumha,Lamaštum,undirected
Lumha,Halmu,undirected
Lumha,Hallamu,undirected
Lumha,Id,undirected
Lumha,Ninzazna,undirected
Lumha,Kabta,undirected
Lumha,Šalaš,undirected
Lumha,Ninti,undirected
Geškad,Ninura,undirected
Geškad,Išum,undirected
Geškad,Mušdama,undirected
Geškad,Qudma,undirected
Geškad,Qudmaš,undirected
Geškad,Kuksi,undirected
Geškad,Dapan,undirected
Geškad,Gugalita,undirected
Geškad,Quqqim,undirected
Geškad,Qaqqim,undirected
Geškad,Nita,undirected
Geškad,Alamuš,undirected
Geškad,Alba,undirected
Geškad,Alha,undirected
Geškad,Baliha,undirected
Geškad,Namma,undirected
Geškad,Našše,undirected
Geškad,Ušmu,undirected
Geškad,Imšattu,undirected
Geškad,Nissaba,undirected
Geškad,Nanibgal,undirected
Geškad,Hayyum,undirected
Geškad,antum,undirected
Geškad,Lahar,undirected
Geškad,Šamkan,undirected
Geškad,Ea,undirected
Geškad,Marutuk,undirected
Geškad,Ninlil,undirected
Geškad,Ninurta,undirected
Geškad,Ilaba,undirected
Geškad,Giri,undirected
Geškad,Gira,undirected
Geškad,Ababa,undirected
Geškad,Zababa,undirected
Geškad,Ningublaga,undirected
Geškad,Lisi,undirected
Geškad,Sirsire,undirected
Geškad,Marutu,undirected
Geškad,Illa,undirected
Geškad,Lamaštum,undirected
Geškad,Halmu,undirected
Geškad,Hallamu,undirected
Geškad,Id,undirected
Geškad,Ninzazna,undirected
Geškad,Kabta,undirected
Geškad,Šalaš,undirected
Geškad,Ninti,undirected
Ninura,Išum,undirected
Ninura,Mušdama,undirected
Ninura,Qudma,undirected
Ninura,Qudmaš,undirected
Ninura,Kuksi,undirected
Ninura,Dapan,undirected
Ninura,Gugalita,undirected
Ninura,Quqqim,undirected
Ninura,Qaqqim,undirected
Ninura,Nita,undirected
Ninura,Alamuš,undirected
Ninura,Alba,undirected
Ninura,Alha,undirected
Ninura,Baliha,undirected
Ninura,Namma,undirected
Ninura,Našše,undirected
Ninura,Ušmu,undirected
Ninura,Imšattu,undirected
Ninura,Nissaba,undirected
Ninura,Nanibgal,undirected
Ninura,Hayyum,undirected
Ninura,antum,undirected
Ninura,Lahar,undirected
Ninura,Šamkan,undirected
Ninura,Ea,undirected
Ninura,Marutuk,undirected
Ninura,Ninlil,undirected
Ninura,Ninurta,undirected
Ninura,Ilaba,undirected
Ninura,Giri,undirected
Ninura,Gira,undirected
Ninura,Ababa,undirected
Ninura,Zababa,undirected
Ninura,Ningublaga,undirected
Ninura,Lisi,undirected
Ninura,Sirsire,undirected
Ninura,Marutu,undirected
Ninura,Illa,undirected
Ninura,Lamaštum,undirected
Ninura,Halmu,undirected
Ninura,Hallamu,undirected
Ninura,Id,undirected
Ninura,Ninzazna,undirected
Ninura,Kabta,undirected
Ninura,Šalaš,undirected
Ninura,Ninti,undirected
Išum,Mušdama,undirected
Išum,Qudma,undirected
Išum,Qudmaš,undirected
Išum,Kuksi,undirected
Išum,Dapan,undirected
Išum,Gugalita,undirected
Išum,Quqqim,undirected
Išum,Qaqqim,undirected
Išum,Nita,undirected
Išum,Alamuš,undirected
Išum,Alba,undirected
Išum,Alha,undirected
Išum,Baliha,undirected
Išum,Namma,undirected
Išum,Našše,undirected
Išum,Ušmu,undirected
Išum,Imšattu,undirected
Išum,Nissaba,undirected
Išum,Nanibgal,undirected
Išum,Hayyum,undirected
Išum,antum,undirected
Išum,Lahar,undirected
Išum,Šamkan,undirected
Išum,Ea,undirected
Išum,Marutuk,undirected
Išum,Ninlil,undirected
Išum,Ninurta,undirected
Išum,Ilaba,undirected
Išum,Giri,undirected
Išum,Gira,undirected
Išum,Ababa,undirected
Išum,Zababa,undirected
Išum,Ningublaga,undirected
Išum,Lisi,undirected
Išum,Sirsire,undirected
Išum,Marutu,undirected
Išum,Illa,undirected
Išum,Lamaštum,undirected
Išum,Halmu,undirected
Išum,Hallamu,undirected
Išum,Id,undirected
Išum,Ninzazna,undirected
Išum,Kabta,undirected
Išum,Šalaš,undirected
Išum,Ninti,undirected
Mušdama,Qudma,undirected
Mušdama,Qudmaš,undirected
Mušdama,Kuksi,undirected
Mušdama,Dapan,undirected
Mušdama,Gugalita,undirected
Mušdama,Quqqim,undirected
Mušdama,Qaqqim,undirected
Mušdama,Nita,undirected
Mušdama,Alamuš,undirected
Mušdama,Alba,undirected
Mušdama,Alha,undirected
Mušdama,Baliha,undirected
Mušdama,Namma,undirected
Mušdama,Našše,undirected
Mušdama,Ušmu,undirected
Mušdama,Imšattu,undirected
Mušdama,Nissaba,undirected
Mušdama,Nanibgal,undirected
Mušdama,Hayyum,undirected
Mušdama,antum,undirected
Mušdama,Lahar,undirected
Mušdama,Šamkan,undirected
Mušdama,Ea,undirected
Mušdama,Marutuk,undirected
Mušdama,Ninlil,undirected
Mušdama,Ninurta,undirected
Mušdama,Ilaba,undirected
Mušdama,Giri,undirected
Mušdama,Gira,undirected
Mušdama,Ababa,undirected
Mušdama,Zababa,undirected
Mušdama,Ningublaga,undirected
Mušdama,Lisi,undirected
Mušdama,Sirsire,undirected
Mušdama,Marutu,undirected
Mušdama,Illa,undirected
Mušdama,Lamaštum,undirected
Mušdama,Halmu,undirected
Mušdama,Hallamu,undirected
Mušdama,Id,undirected
Mušdama,Ninzazna,undirected
Mušdama,Kabta,undirected
Mušdama,Šalaš,undirected
Mušdama,Ninti,undirected
Qudma,Qudmaš,undirected
Qudma,Kuksi,undirected
Qudma,Dapan,undirected
Qudma,Gugalita,undirected
Qudma,Quqqim,undirected
Qudma,Qaqqim,undirected
Qudma,Nita,undirected
Qudma,Alamuš,undirected
Qudma,Alba,undirected
Qudma,Alha,undirected
Qudma,Baliha,undirected
Qudma,Namma,undirected
Qudma,Našše,undirected
Qudma,Ušmu,undirected
Qudma,Imšattu,undirected
Qudma,Nissaba,undirected
Qudma,Nanibgal,undirected
Qudma,Hayyum,undirected
Qudma,antum,undirected
Qudma,Lahar,undirected
Qudma,Šamkan,undirected
Qudma,Ea,undirected
Qudma,Marutuk,undirected
Qudma,Ninlil,undirected
Qudma,Ninurta,undirected
Qudma,Ilaba,undirected
Qudma,Giri,undirected
Qudma,Gira,undirected
Qudma,Ababa,undirected
Qudma,Zababa,undirected
Qudma,Ningublaga,undirected
Qudma,Lisi,undirected
Qudma,Sirsire,undirected
Qudma,Marutu,undirected
Qudma,Illa,undirected
Qudma,Lamaštum,undirected
Qudma,Halmu,undirected
Qudma,Hallamu,undirected
Qudma,Id,undirected
Qudma,Ninzazna,undirected
Qudma,Kabta,undirected
Qudma,Šalaš,undirected
Qudma,Ninti,undirected
Qudmaš,Kuksi,undirected
Qudmaš,Dapan,undirected
Qudmaš,Gugalita,undirected
Qudmaš,Quqqim,undirected
Qudmaš,Qaqqim,undirected
Qudmaš,Nita,undirected
Qudmaš,Alamuš,undirected
Qudmaš,Alba,undirected
Qudmaš,Alha,undirected
Qudmaš,Baliha,undirected
Qudmaš,Namma,undirected
Qudmaš,Našše,undirected
Qudmaš,Ušmu,undirected
Qudmaš,Imšattu,undirected
Qudmaš,Nissaba,undirected
Qudmaš,Nanibgal,undirected
Qudmaš,Hayyum,undirected
Qudmaš,antum,undirected
Qudmaš,Lahar,undirected
Qudmaš,Šamkan,undirected
Qudmaš,Ea,undirected
Qudmaš,Marutuk,undirected
Qudmaš,Ninlil,undirected
Qudmaš,Ninurta,undirected
Qudmaš,Ilaba,undirected
Qudmaš,Giri,undirected
Qudmaš,Gira,undirected
Qudmaš,Ababa,undirected
Qudmaš,Zababa,undirected
Qudmaš,Ningublaga,undirected
Qudmaš,Lisi,undirected
Qudmaš,Sirsire,undirected
Qudmaš,Marutu,undirected
Qudmaš,Illa,undirected
Qudmaš,Lamaštum,undirected
Qudmaš,Halmu,undirected
Qudmaš,Hallamu,undirected
Qudmaš,Id,undirected
Qudmaš,Ninzazna,undirected
Qudmaš,Kabta,undirected
Qudmaš,Šalaš,undirected
Qudmaš,Ninti,undirected
Kuksi,Dapan,undirected
Kuksi,Gugalita,undirected
Kuksi,Quqqim,undirected
Kuksi,Qaqqim,undirected
Kuksi,Nita,undirected
Kuksi,Alamuš,undirected
Kuksi,Alba,undirected
Kuksi,Alha,undirected
Kuksi,Baliha,undirected
Kuksi,Namma,undirected
Kuksi,Našše,undirected
Kuksi,Ušmu,undirected
Kuksi,Imšattu,undirected
Kuksi,Nissaba,undirected
Kuksi,Nanibgal,undirected
Kuksi,Hayyum,undirected
Kuksi,antum,undirected
Kuksi,Lahar,undirected
Kuksi,Šamkan,undirected
Kuksi,Ea,undirected
Kuksi,Marutuk,undirected
Kuksi,Ninlil,undirected
Kuksi,Ninurta,undirected
Kuksi,Ilaba,undirected
Kuksi,Giri,undirected
Kuksi,Gira,undirected
Kuksi,Ababa,undirected
Kuksi,Zababa,undirected
Kuksi,Ningublaga,undirected
Kuksi,Lisi,undirected
Kuksi,Sirsire,undirected
Kuksi,Marutu,undirected
Kuksi,Illa,undirected
Kuksi,Lamaštum,undirected
Kuksi,Halmu,undirected
Kuksi,Hallamu,undirected
Kuksi,Id,undirected
Kuksi,Ninzazna,undirected
Kuksi,Kabta,undirected
Kuksi,Šalaš,undirected
Kuksi,Ninti,undirected
Dapan,Gugalita,undirected
Dapan,Quqqim,undirected
Dapan,Qaqqim,undirected
Dapan,Nita,undirected
Dapan,Alamuš,undirected
Dapan,Alba,undirected
Dapan,Alha,undirected
Dapan,Baliha,undirected
Dapan,Namma,undirected
Dapan,Našše,undirected
Dapan,Ušmu,undirected
Dapan,Imšattu,undirected
Dapan,Nissaba,undirected
Dapan,Nanibgal,undirected
Dapan,Hayyum,undirected
Dapan,antum,undirected
Dapan,Lahar,undirected
Dapan,Šamkan,undirected
Dapan,Ea,undirected
Dapan,Marutuk,undirected
Dapan,Ninlil,undirected
Dapan,Ninurta,undirected
Dapan,Ilaba,undirected
Dapan,Giri,undirected
Dapan,Gira,undirected
Dapan,Ababa,undirected
Dapan,Zababa,undirected
Dapan,Ningublaga,undirected
Dapan,Lisi,undirected
Dapan,Sirsire,undirected
Dapan,Marutu,undirected
Dapan,Illa,undirected
Dapan,Lamaštum,undirected
Dapan,Halmu,undirected
Dapan,Hallamu,undirected
Dapan,Id,undirected
Dapan,Ninzazna,undirected
Dapan,Kabta,undirected
Dapan,Šalaš,undirected
Dapan,Ninti,undirected
Gugalita,Quqqim,undirected
Gugalita,Qaqqim,undirected
Gugalita,Nita,undirected
Gugalita,Alamuš,undirected
Gugalita,Alba,undirected
Gugalita,Alha,undirected
Gugalita,Baliha,undirected
Gugalita,Namma,undirected
Gugalita,Našše,undirected
Gugalita,Ušmu,undirected
Gugalita,Imšattu,undirected
Gugalita,Nissaba,undirected
Gugalita,Nanibgal,undirected
Gugalita,Hayyum,undirected
Gugalita,antum,undirected
Gugalita,Lahar,undirected
Gugalita,Šamkan,undirected
Gugalita,Ea,undirected
Gugalita,Marutuk,undirected
Gugalita,Ninlil,undirected
Gugalita,Ninurta,undirected
Gugalita,Ilaba,undirected
Gugalita,Giri,undirected
Gugalita,Gira,undirected
Gugalita,Ababa,undirected
Gugalita,Zababa,undirected
Gugalita,Ningublaga,undirected
Gugalita,Lisi,undirected
Gugalita,Sirsire,undirected
Gugalita,Marutu,undirected
Gugalita,Illa,undirected
Gugalita,Lamaštum,undirected
Gugalita,Halmu,undirected
Gugalita,Hallamu,undirected
Gugalita,Id,undirected
Gugalita,Ninzazna,undirected
Gugalita,Kabta,undirected
Gugalita,Šalaš,undirected
Gugalita,Ninti,undirected
Quqqim,Qaqqim,undirected
Quqqim,Nita,undirected
Quqqim,Alamuš,undirected
Quqqim,Alba,undirected
Quqqim,Alha,undirected
Quqqim,Baliha,undirected
Quqqim,Namma,undirected
Quqqim,Našše,undirected
Quqqim,Ušmu,undirected
Quqqim,Imšattu,undirected
Quqqim,Nissaba,undirected
Quqqim,Nanibgal,undirected
Quqqim,Hayyum,undirected
Quqqim,antum,undirected
Quqqim,Lahar,undirected
Quqqim,Šamkan,undirected
Quqqim,Ea,undirected
Quqqim,Marutuk,undirected
Quqqim,Ninlil,undirected
Quqqim,Ninurta,undirected
Quqqim,Ilaba,undirected
Quqqim,Giri,undirected
Quqqim,Gira,undirected
Quqqim,Ababa,undirected
Quqqim,Zababa,undirected
Quqqim,Ningublaga,undirected
Quqqim,Lisi,undirected
Quqqim,Sirsire,undirected
Quqqim,Marutu,undirected
Quqqim,Illa,undirected
Quqqim,Lamaštum,undirected
Quqqim,Halmu,undirected
Quqqim,Hallamu,undirected
Quqqim,Id,undirected
Quqqim,Ninzazna,undirected
Quqqim,Kabta,undirected
Quqqim,Šalaš,undirected
Quqqim,Ninti,undirected
Qaqqim,Nita,undirected
Qaqqim,Alamuš,undirected
Qaqqim,Alba,undirected
Qaqqim,Alha,undirected
Qaqqim,Baliha,undirected
Qaqqim,Namma,undirected
Qaqqim,Našše,undirected
Qaqqim,Ušmu,undirected
Qaqqim,Imšattu,undirected
Qaqqim,Nissaba,undirected
Qaqqim,Nanibgal,undirected
Qaqqim,Hayyum,undirected
Qaqqim,antum,undirected
Qaqqim,Lahar,undirected
Qaqqim,Šamkan,undirected
Qaqqim,Ea,undirected
Qaqqim,Marutuk,undirected
Qaqqim,Ninlil,undirected
Qaqqim,Ninurta,undirected
Qaqqim,Ilaba,undirected
Qaqqim,Giri,undirected
Qaqqim,Gira,undirected
Qaqqim,Ababa,undirected
Qaqqim,Zababa,undirected
Qaqqim,Ningublaga,undirected
Qaqqim,Lisi,undirected
Qaqqim,Sirsire,undirected
Qaqqim,Marutu,undirected
Qaqqim,Illa,undirected
Qaqqim,Lamaštum,undirected
Qaqqim,Halmu,undirected
Qaqqim,Hallamu,undirected
Qaqqim,Id,undirected
Qaqqim,Ninzazna,undirected
Qaqqim,Kabta,undirected
Qaqqim,Šalaš,undirected
Qaqqim,Ninti,undirected
Nita,Alamuš,undirected
Nita,Alba,undirected
Nita,Alha,undirected
Nita,Baliha,undirected
Nita,Namma,undirected
Nita,Našše,undirected
Nita,Ušmu,undirected
Nita,Imšattu,undirected
Nita,Nissaba,undirected
Nita,Nanibgal,undirected
Nita,Hayyum,undirected
Nita,antum,undirected
Nita,Lahar,undirected
Nita,Šamkan,undirected
Nita,Ea,undirected
Nita,Marutuk,undirected
Nita,Ninlil,undirected
Nita,Ninurta,undirected
Nita,Ilaba,undirected
Nita,Giri,undirected
Nita,Gira,undirected
Nita,Ababa,undirected
Nita,Zababa,undirected
Nita,Ningublaga,undirected
Nita,Lisi,undirected
Nita,Sirsire,undirected
Nita,Marutu,undirected
Nita,Illa,undirected
Nita,Lamaštum,undirected
Nita,Halmu,undirected
Nita,Hallamu,undirected
Nita,Id,undirected
Nita,Ninzazna,undirected
Nita,Kabta,undirected
Nita,Šalaš,undirected
Nita,Ninti,undirected
Alamuš,Alba,undirected
Alamuš,Alha,undirected
Alamuš,Baliha,undirected
Alamuš,Namma,undirected
Alamuš,Našše,undirected
Alamuš,Ušmu,undirected
Alamuš,Imšattu,undirected
Alamuš,Nissaba,undirected
Alamuš,Nanibgal,undirected
Alamuš,Hayyum,undirected
Alamuš,antum,undirected
Alamuš,Lahar,undirected
Alamuš,Šamkan,undirected
Alamuš,Ea,undirected
Alamuš,Marutuk,undirected
Alamuš,Ninlil,undirected
Alamuš,Ninurta,undirected
Alamuš,Ilaba,undirected
Alamuš,Giri,undirected
Alamuš,Gira,undirected
Alamuš,Ababa,undirected
Alamuš,Zababa,undirected
Alamuš,Ningublaga,undirected
Alamuš,Lisi,undirected
Alamuš,Sirsire,undirected
Alamuš,Marutu,undirected
Alamuš,Illa,undirected
Alamuš,Lamaštum,undirected
Alamuš,Halmu,undirected
Alamuš,Hallamu,undirected
Alamuš,Id,undirected
Alamuš,Ninzazna,undirected
Alamuš,Kabta,undirected
Alamuš,Šalaš,undirected
Alamuš,Ninti,undirected
Alba,Alha,undirected
Alba,Baliha,undirected
Alba,Namma,undirected
Alba,Našše,undirected
Alba,Ušmu,undirected
Alba,Imšattu,undirected
Alba,Nissaba,undirected
Alba,Nanibgal,undirected
Alba,Hayyum,undirected
Alba,antum,undirected
Alba,Lahar,undirected
Alba,Šamkan,undirected
Alba,Ea,undirected
Alba,Marutuk,undirected
Alba,Ninlil,undirected
Alba,Ninurta,undirected
Alba,Ilaba,undirected
Alba,Giri,undirected
Alba,Gira,undirected
Alba,Ababa,undirected
Alba,Zababa,undirected
Alba,Ningublaga,undirected
Alba,Lisi,undirected
Alba,Sirsire,undirected
Alba,Marutu,undirected
Alba,Illa,undirected
Alba,Lamaštum,undirected
Alba,Halmu,undirected
Alba,Hallamu,undirected
Alba,Id,undirected
Alba,Ninzazna,undirected
Alba,Kabta,undirected
Alba,Šalaš,undirected
Alba,Ninti,undirected
Alha,Baliha,undirected
Alha,Namma,undirected
Alha,Našše,undirected
Alha,Ušmu,undirected
Alha,Imšattu,undirected
Alha,Nissaba,undirected
Alha,Nanibgal,undirected
Alha,Hayyum,undirected
Alha,antum,undirected
Alha,Lahar,undirected
Alha,Šamkan,undirected
Alha,Ea,undirected
Alha,Marutuk,undirected
Alha,Ninlil,undirected
Alha,Ninurta,undirected
Alha,Ilaba,undirected
Alha,Giri,undirected
Alha,Gira,undirected
Alha,Ababa,undirected
Alha,Zababa,undirected
Alha,Ningublaga,undirected
Alha,Lisi,undirected
Alha,Sirsire,undirected
Alha,Marutu,undirected
Alha,Illa,undirected
Alha,Lamaštum,undirected
Alha,Halmu,undirected
Alha,Hallamu,undirected
Alha,Id,undirected
Alha,Ninzazna,undirected
Alha,Kabta,undirected
Alha,Šalaš,undirected
Alha,Ninti,undirected
Baliha,Namma,undirected
Baliha,Našše,undirected
Baliha,Ušmu,undirected
Baliha,Imšattu,undirected
Baliha,Nissaba,undirected
Baliha,Nanibgal,undirected
Baliha,Hayyum,undirected
Baliha,antum,undirected
Baliha,Lahar,undirected
Baliha,Šamkan,undirected
Baliha,Ea,undirected
Baliha,Marutuk,undirected
Baliha,Ninlil,undirected
Baliha,Ninurta,undirected
Baliha,Ilaba,undirected
Baliha,Giri,undirected
Baliha,Gira,undirected
Baliha,Ababa,undirected
Baliha,Zababa,undirected
Baliha,Ningublaga,undirected
Baliha,Lisi,undirected
Baliha,Sirsire,undirected
Baliha,Marutu,undirected
Baliha,Illa,undirected
Baliha,Lamaštum,undirected
Baliha,Halmu,undirected
Baliha,Hallamu,undirected
Baliha,Id,undirected
Baliha,Ninzazna,undirected
Baliha,Kabta,undirected
Baliha,Šalaš,undirected
Baliha,Ninti,undirected
Namma,Našše,undirected
Namma,Ušmu,undirected
Namma,Imšattu,undirected
Namma,Nissaba,undirected
Namma,Nanibgal,undirected
Namma,Hayyum,undirected
Namma,antum,undirected
Namma,Lahar,undirected
Namma,Šamkan,undirected
Namma,Ea,undirected
Namma,Marutuk,undirected
Namma,Ninlil,undirected
Namma,Ninurta,undirected
Namma,Ilaba,undirected
Namma,Giri,undirected
Namma,Gira,undirected
Namma,Ababa,undirected
Namma,Zababa,undirected
Namma,Ningublaga,undirected
Namma,Lisi,undirected
Namma,Sirsire,undirected
Namma,Marutu,undirected
Namma,Illa,undirected
Namma,Lamaštum,undirected
Namma,Halmu,undirected
Namma,Hallamu,undirected
Namma,Id,undirected
Namma,Ninzazna,undirected
Namma,Kabta,undirected
Namma,Šalaš,undirected
Namma,Ninti,undirected
Našše,Ušmu,undirected
Našše,Imšattu,undirected
Našše,Nissaba,undirected
Našše,Nanibgal,undirected
Našše,Hayyum,undirected
Našše,antum,undirected
Našše,Lahar,undirected
Našše,Šamkan,undirected
Našše,Ea,undirected
Našše,Marutuk,undirected
Našše,Ninlil,undirected
Našše,Ninurta,undirected
Našše,Ilaba,undirected
Našše,Giri,undirected
Našše,Gira,undirected
Našše,Ababa,undirected
Našše,Zababa,undirected
Našše,Ningublaga,undirected
Našše,Lisi,undirected
Našše,Sirsire,undirected
Našše,Marutu,undirected
Našše,Illa,undirected
Našše,Lamaštum,undirected
Našše,Halmu,undirected
Našše,Hallamu,undirected
Našše,Id,undirected
Našše,Ninzazna,undirected
Našše,Kabta,undirected
Našše,Šalaš,undirected
Našše,Ninti,undirected
Ušmu,Imšattu,undirected
Ušmu,Nissaba,undirected
Ušmu,Nanibgal,undirected
Ušmu,Hayyum,undirected
Ušmu,antum,undirected
Ušmu,Lahar,undirected
Ušmu,Šamkan,undirected
Ušmu,Ea,undirected
Ušmu,Marutuk,undirected
Ušmu,Ninlil,undirected
Ušmu,Ninurta,undirected
Ušmu,Ilaba,undirected
Ušmu,Giri,undirected
Ušmu,Gira,undirected
Ušmu,Ababa,undirected
Ušmu,Zababa,undirected
Ušmu,Ningublaga,undirected
Ušmu,Lisi,undirected
Ušmu,Sirsire,undirected
Ušmu,Marutu,undirected
Ušmu,Illa,undirected
Ušmu,Lamaštum,undirected
Ušmu,Halmu,undirected
Ušmu,Hallamu,undirected
Ušmu,Id,undirected
Ušmu,Ninzazna,undirected
Ušmu,Kabta,undirected
Ušmu,Šalaš,undirected
Ušmu,Ninti,undirected
Imšattu,Nissaba,undirected
Imšattu,Nanibgal,undirected
Imšattu,Hayyum,undirected
Imšattu,antum,undirected
Imšattu,Lahar,undirected
Imšattu,Šamkan,undirected
Imšattu,Ea,undirected
Imšattu,Marutuk,undirected
Imšattu,Ninlil,undirected
Imšattu,Ninurta,undirected
Imšattu,Ilaba,undirected
Imšattu,Giri,undirected
Imšattu,Gira,undirected
Imšattu,Ababa,undirected
Imšattu,Zababa,undirected
Imšattu,Ningublaga,undirected
Imšattu,Lisi,undirected
Imšattu,Sirsire,undirected
Imšattu,Marutu,undirected
Imšattu,Illa,undirected
Imšattu,Lamaštum,undirected
Imšattu,Halmu,undirected
Imšattu,Hallamu,undirected
Imšattu,Id,undirected
Imšattu,Ninzazna,undirected
Imšattu,Kabta,undirected
Imšattu,Šalaš,undirected
Imšattu,Ninti,undirected
Nissaba,Nanibgal,undirected
Nissaba,Hayyum,undirected
Nissaba,antum,undirected
Nissaba,Lahar,undirected
Nissaba,Šamkan,undirected
Nissaba,Ea,undirected
Nissaba,Marutuk,undirected
Nissaba,Ninlil,undirected
