,id_line,label,lemma,base
47,Q000767.18,18,kaʾa[fox]N utul[tureen]N bar[outside]V/t,ka₅-a {dug}utul₂ bar
48,Q000767.19,19,lulim[stag]N aguhum[clothing]N sig[tie]V/t,lulim a₂-gu-hu-um sig
49,Q000767.2,2,tukum[if]CNJ namdubsar[the-scribal-arts]N zu[know]V/t ana[what?]QP šid[count]V/t,tukum nam-dub-sar-ra zu a-na šid
50,Q000767.20,20,urbara[wolf]N siki[hair]N peš[thick]V/i,ur-bar-ra siki peš₆
51,Q000767.21,21,ninka[mongoose]N x[NA]NA x[NA]NA x[NA]NA x[NA]NA x-ta-si-si[NA]NA,{d}nin-ka₆ x x x x x-ta-si-si
52,Q000767.22,22,zahda[piglet]N x[NA]NA x[NA]NA x[NA]NA,zehₓ(ŠAH){+ze₂-eh}-tur x x x
53,Q000767.23,23,x[NA]NA x-re[NA]NA,x x-re
54,Q000767.24,24,x-gi-a[NA]NA šurum[litter]N kag[mouth]N gu[eat]V/t,x-gi-a šurim ka gu₇
55,Q000767.25,25,lu₂.IM[criminal]N i[oil]N dug[pot]N hulu[bad]V/i,lu₂-tumu i₃ dug hul
56,Q000767.26,26,kuš[skin]N niŋŋala[possessions]N e[house]N niŋgur[property]N hulu[bad]V/i,kuš niŋ₂-ŋal₂ e₂ niŋ₂-gur₁₁ hul
57,Q000767.27,27,ašag[field]N tur[small]V/i e[house]N ŋen[go]V/i,a-šag₄ tur e₂ ŋen
58,Q000767.28,28,tug[textile]N til[complete]V/i tug[textile]N siki[hair]N du[spread]V/t,tug₂ til tug₂ siki du₈
59,Q000767.29,29,i[oil]N silim[vessel]N til[complete]V/i er[tears]N šeš[weep]V/t,i₃ {dug}silim₂ til er₂ šeš₄
60,Q000767.3,3,mu[name]N didli[several]AJ zig[rise]V/t namdubsar[the-scribal-arts]N,mu didli zig nam-dub-sar-ra
61,Q000767.30,30,gud[nest]N umun[insect]N kiŋ[work]N sag[good]V/i,gud₃ uman kiŋ₂ sag₉
62,Q000767.31,31,niŋdara[rag]N a[water]N naŋ[drink]V/t,{tug₂}niŋ₂-dara₂ a naŋ
63,Q000767.32,32,niŋ[thing]N ud[sun]N sa[equal]V/t,niŋ₂ ud sa₂
64,Q000767.33,33,namtar[fate]N egir[back]N sa[equal]V/t,nam-tar egir sa₂
65,Q000767.34,34,a[water]N nu[not]V/i kaš[beer]N nu[not]V/i duh[bran]N nu[not]V/i dida[wort]N nu[not]V/i zid[flour]N nu[not]V/i zidmilla[flour]N nu[not]V/i tug[textile]N nu[not]V/i niŋdara[rag]N nu[not]V/i,a nu kaš nu duh nu dida nu zid₂ nu zid₂-milla nu tug₂ nu {tug₂}nig₂-dara₂ nu
66,Q000767.35,35,an[sky]N teŋ[approach]V/i ki[place]N teŋ[approach]V/i,an teŋ₃ ki teŋ₃
67,Q000767.36,36,kaš[beer]N tuku[acquire]V/t duh[bran]N tuku[acquire]V/t zid[flour]N tuku[acquire]V/t inbulbul[chaff?]N tuku[acquire]V/t,kaš tuku duh tuku zid₂ tuku in-bul-bul tuku
68,Q000767.37,37,lu₂.IM[criminal]N zaʾe[you]IP ŋaʾe[I]IP inim[word]N gabari[copy]N šum[give]V/t,lu₂-tumu za-e ŋa₂ inim gaba-ri šum₂
69,Q000767.38,38,bar[outside]V/t en[cvne]N tar[cut]V/t ur[he]IP dumu[child]N lu[person]N gin[firm]V/i me[be]V/i,bar en₃ tar ur₅ dumu lu₂ gin₆ me
70,Q000767.39,39,e[house]N adda[father]N šaggal[food]N itud[moon]N kaš[beer]N zidmunu[ration]N še[barley]N dirig[exceed]V/i,e₂ ad-da šag₄-gal itud kaš zid₂-munu₄ še dirig
71,Q000767.4,4,niŋziŋal[living-creature]N edin[steppe]N zag[side]N lu₂-šu-ka-še₃[NA]NA,niŋ₂-zi-ŋal₂ edin zag lu₂-šu-ka-še₃
72,Q000767.40,40,ama[mother]N šu[hand]N bala[turn]V/t ak[do]V/t,ama šu bala ak
73,Q000767.41,41,huluh[frightened]V/i dul[cover]V/t niŋdara[rag]N bur[spread]V/t,huluh du₆-ul-du₆-ul {tug₂}nig₂-dara₂ bur₂-bur₂
74,Q000767.42,42,dud[combat]N mu[grow]V/t esir[street]N gub[stand]V/i,du₁₄ mu₂-mu₂ e-sir₂ gub
75,Q000767.43,43,lu[person]N kapiriŋ[priest]N dab[seize]V/t gabal[fight]N du[build]V/t,lu₂ ka-piriŋ dab₅ ga-ba-al du₃
76,Q000767.44,44,lu[person]N ŋešba[fist]N aškud[extremities]N šar[mix]V/t šag[heart]N sed[cold]V/i,lu₂ ŋešpu₂ aškud šar₂ šag₄ sed
77,Q000767.45,45,lu₂.IM[criminal]N anaš[why?]QP dirig[excess]N niŋ[thing]N gur[thick]V/i,lu₂-tumu a-na-aš dirig niŋ₂ gur₄
78,Q000767.46,46,did[lawsuit]N dug[speak]V/t egir[back]N til[complete]V/i,di dug₄ egir til
79,Q000767.47,47,šu[hand]N kag[mouth]N sa[equal]V/t,šu ka sa₂
80,Q000767.48,48,namdubsar[the-scribal-arts]N šid[count]V/t ki[place]N gi[turn]V/i,nam-dub-sar-ra šid ki gi₄
81,Q000767.49,49,niŋziŋal[living-creature]N edin[steppe]N zag[side]N lu₂-šu-ka-še₃[NA]NA sar[write]V/t,niŋ₂-zi-ŋal₂ edin zag lu₂-šu-ka-še₃ sar
82,Q000767.5,5,sar[write]V/t egir[back]N gu[neck]N du[build]V/t,sar egir gu₂ du₃
83,Q000767.50,50,emeŋir[Sumerian]N eme[tongue]N si[horn]N sa[equal]V/t,eme-gi₇ eme si sa₂
84,Q000767.51,51,ara[times]N šid[count]V/t zag[side]N zu[know]V/t,a-ra₂ šid zag zu
85,Q000767.52,52,igi[~mathematics]N dirig[excess]N duh[loosen]V/t kiʾus[unmng]N dab[seize]V/t,igi dirig duh ki-us₂ dab₅
86,Q000767.53,53,kaʾinima[formula]N namdumu[status]N edubbaʾa[scribal-school]N šu[hand]N tum[bring]V/t,ka-inim-ma nam-dumu e₂-dub-ba-a šu tum₃
87,Q000767.54,54,en[cvne]N tar[cut]V/t šu[hand]N šum[give]V/t,en₃ tar šu šum₂
88,Q000767.55,55,šu[hand]N sag[good]V/i ki[place]N namdubsar[the-scribal-arts]N gu[voice]N de[pour]V/t,šu sag₉ ki nam-dub-sar-ra gu₃ de₂
89,Q000767.56,56,lu₂.IM[criminal]N eh[insect]N ze[gall-bladder]N šaŋar[starvation]N uš[die]V/i,lu₂-tumu eh ze₂ ša₃-ŋar uš₂
90,Q000767.57,57,niŋ₂-ur₅-ra[NA]NA eh[insect]N ur[he]IP ŋen[go]V/i urra[loan]N mete[one's-own]RP,niŋ₂-ur₅-ra eh ur₅ ŋen ur₅-ra me-te
91,Q000767.58,58,gabari[copy]N me[be]V/i,gaba-ri me
92,Q000767.59,59,anaš[why?]QP ŋaʾe[I]IP gabari[copy]N me[be]V/i,a-na-aš ŋa₂-e gaba-ri me
93,Q000767.6,6,ara[times]N igi[~mathematics]N dirig[excess]N niŋkas[account]N sahar[dust]N ŋar[place]V/t zag[side]N zu[know]V/t,a-ra₂ igi dirig niŋ₂-kas₇ sahar ŋar zag zu
94,Q000767.60,60,lu₂.IM[criminal]N lul[false]V/i dug[speak]V/t ragaba[rider]N ki[place]N bad[open]V/t,lu₂-tumu lul dug₄-dug₄ ra-gaba ki bad
95,Q000767.61,61,gud[ox]N sa[sinew]N kud[cut]V/t šudul[yoke]N nud[lie]V/i,gud sa kud-kud {ŋeš}šudul₅ nu₂-nu₂
96,Q000767.62,62,gud[ox]N gu[voice]N rah[beat]V/t bir[scatter]V/t zir[break]V/t,gud gu₃ ra-ah bir-bir zi-ir-zi-ir
97,Q000767.63,63,geme[worker]N šukud[fisherman]N ban[unit]N ud[sun]N zal[pass]V/t,geme₂ šu-ku₆ {ŋeš}ba-an ud zal-zal
98,Q000767.64,64,saŋ[head]N lu₂.IM[criminal]N udun[kiln]N bahar[potter]N nud[lie]V/i,saŋ lu₂-tumu udun bahar₂ nu₂-nu₂
99,Q000767.65,65,šaŋanla[trader]N kug[metal]N damgar[merchant]N til[complete]V/i,šaŋan-la₂ kug dam-gar₃ til-til
100,Q000767.66,66,lu[person]N kurun[beer]N zidmunu[ration]N gu[eat]V/t,lu₂ kurun₂ zid₂-munu₄ gu₇-gu₇
101,Q000767.67,67,kiši[half]N ak[do]V/t ŋen[go]V/i lu[person]N šed[defecate]V/t sila[street]N bar[outside]V/t,kiši₄ ak ŋa₂ lu₂ šed₆ sila bar-bar
102,Q000767.68,68,galam[skilful]V/i hurum[child]N uš[poison]N zaga[part-of-the-face]N bar[outside]V/t,galam hu-ru-um uš₁₁ zag-ga bar-bar
103,Q000767.69,69,ana[what?]QP zaʾe[you]IP ŋaʾe[I]IP sa[equal]V/t,a-na za-e ŋe₂₆ sa₂
104,Q000767.7,7,kaʾinima[formula]N namdumu[status]N edubbaʾa[scribal-school]N,ka-inim-ma nam-dumu e₂-dub-ba-a
105,Q000767.70,70,lunisub[ecstatic]N lu₂.IM[criminal]N dimma[thought]N ugubi[monkey]N,ni₂-su-ub lu₂-tumu dim₂-ma {+ugu}ugu₄-bi
106,Q000767.71,71,e[house]N tuku[acquire]V/t esir[street]N nud[lie]V/i,e₂ tuku e-sir₂ nu₂-nu₂
107,Q000767.72,72,šurin[oven]N namlulu[humanity]N zidmunu[ration]N barag[spread]V/t,{im}šu-rin nam-lu₂-u₁₈-lu zid₂-munu₄ barag₂-barag₂
108,Q000767.73,73,utul[tureen]N arzana[groats]N šurin[oven]N ed[ascend]V/i,{dug}utul₂ ar-za-na {im}šu-rin ed₃
109,Q000767.74,74,gaz[kill]V/t tu[soup]N bil[burn]V/t,gaz tu₇ bil₂
110,Q000767.75,75,masila[heel]N sasal[back]N su[flesh]N zil[boil]V/i,{uzu}ma-sila₃ sa-sal su sil₂-sil₂
111,Q000767.76,76,gigur[container]N nisig[greenery]N zu[tooth]N rah[beat]V/t,gi-gur nisig zu₂ ra-ah
112,Q000767.77,77,gigur[container]N šukud[fisherman]N kud[fish]N kar[flee]V/t,gi-gur šu-ku₆-d·a ku₆ kar-kar
113,Q000767.78,78,ud[sun]N didli[several]AJ ŋešba[fist]N dagum[unmng]N igi[eye]N kiri[nose]N gud[jump]V/t,ud didli ŋešpu₂ da-gum igi kiri₃ gud-gu₄-ud
114,Q000767.79,79,gabsa[buyer]N šakanka[market]N lu[person]N še[barley]N sa[roast]V/t,ga-ab-sa₁₀ šakanka lu₂ še sa-sa
115,Q000767.8,8,šid[count]V/t dirig[excess]N zu[know]V/t,šid dirig zu
116,Q000767.80,80,lunisub[ecstatic]N igi[face]N kar[flee]V/t,lu₂-ni₂-su-ub-ba igi kar-kar
117,Q000767.81,81,udun[kiln]N bahar[potter]N gur[thick]V/i,udun bahar₂ gur₄-gur₄
118,Q000767.82,82,gumur[spine]N zag[side]N gudu[buttocks]N,gu₂-mur₇ zag gu-du
119,Q000767.83,83,zukešed[troops]N sim[carbuncle]N si[fill]V/t,zu₂-keš₂ simₓ(GIG) si-si
120,Q000767.84,84,bisaŋ[basket]N ninda[bread]N kurum[ration]N lukur[priestess]N šub[fall]V/t,{gi}bisaŋ ninda kurum₆ lukur šub
121,Q000767.85,85,geme[worker]N lukur[priestess]N tur[small]V/i,geme₂ lukur tur-tur
122,Q000767.86,86,igi[eye]N zahda[piglet]N ur[roam]V/i,igi ŠAH₂{+ze₂-eh}-TUR ur₄-ur₄
123,Q000767.87,87,e[house]N diŋir[deity]N eš[shrine]N didli[several]AJ idu[doorkeeper]N gudug[priest]N usag[sleep]N igi[face]N dag[demolish]V/t ennuŋ[imprisonment]N ak[do]V/t,e₂ diŋir eš₃ didli i₃-du₈ gudug u₃-sa₂ igi dag en-nu-uŋ₃ ak
124,Q000767.88,88,lu₂.IM[criminal]N saŋ[head]N kag[mouth]N gu[eat]V/t,lu₂-tumu saŋ ka gu₇
125,Q000767.89,89,šaggal[food]N kuš[devastation]N kalam[land]N niŋin[encircle]V/t,šag₄-gal kuš₇ kalam niŋin
126,Q000767.9,9,ŋen[go]V/i gabari[copy]N gub[stand]V/i in[abuse]N til[complete]V/i,ŋa₂ gaba-ri gub in til
127,Q000767.90,90,anaš[why?]QP in[abuse]N zu[know]V/t dub[tremble]V/i,a-na-aš in zu dub₂-dub₂
128,Q000767.91,91,aga[rear]N gub[stand]V/i igi[eye]N in[abuse]N til[complete]V/i,a-ga gub igi in til
129,Q000767.92,92,ŋen[go]V/i zal[pass]V/t kiŋ[work]N la[hang]V/t,ŋen zal kiŋ₂ la₂
130,Q000767.93,93,ni[self]RP buluŋ[grow]V/t ašag[field]N ŋen[go]V/i aŋala[sack]N šu[hand]N la[hang]V/t,ni₂ buluŋ₅ a-šag₄ ŋen {kuš}a-ŋa₂-la šu la₂
131,Q000767.94,94,luhuŋa[hireling]N egir[back]N karkid[prostitute]N,lu₂-huŋ egir kar-kid
132,Q000767.95,95,gigur[container]N u[grass]N deg[collect]V/t il[raise]V/t,gi-gur u₂ degₓ(RI) il₂-il₂
133,Q000767.96,96,ud[sun]N buru[harvest]N a[arm]N šaggal[food]N sa[equal]V/t,ud buru₁₄ a₂ šag₄-gal sa₂
134,Q000767.97,97,kiŋ[work]N zah[disappear]V/i šakanka[market]N šeg[voice]N dug[speak]V/t gub[stand]V/i,kiŋ₂ zah₂ šakanka šed₁₅ dug₄ gub
135,Q000767.98,98,e[house]N lu[person]N diŋir[deity]N kašdea[banquet]N du[go]V/t,e₂ lu₂ diŋir kaš-de₂-a du
136,Q000767.99,99,egir[back]N lu[person]N kašdea[banquet]N kur[enter]V/i,egir lu₂ kaš-de₂-a kur₉
